Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.11,Entwurf von Systemen und Produkten,http://data.europa.eu/esco/skill/S1.11.0,Entwurf von Systemen und Produkten,"Creating a plan or specification for the construction of an object, system or structure based on aesthetic and/or functional design concepts.","Excludes:
- Styling hair
- Creating artistic, visual or instructive materials",S,S1,S1.11,S1.11.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.11,Entwurf von Systemen und Produkten,http://data.europa.eu/esco/skill/S1.11.1,Entwickeln von IKT-Systemen oder -Anwendungen,"Creating a plan or specification for the design of information systems, computer games, databases and computer networks, systems and applications.","Excludes:
- Designing computer hardware
- Creating artistic, visual or instructive materials

Examples:
- Create software design
- Design user interface
- Define software architecture",S,S1,S1.11,S1.11.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.11,Entwurf von Systemen und Produkten,http://data.europa.eu/esco/skill/S1.11.2,Entwurf elektrischer oder elektronischer Systeme oder Ausrüstungen,"Creating a plan or specification for the design and development of electrical, electronic or mechatronic systems, hardware, products, and components.","Examples:
- Design circuit boards
- Design microelectromechanical systems
- Define firmware",S,S1,S1.11,S1.11.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.11,Entwurf von Systemen und Produkten,http://data.europa.eu/esco/skill/S1.11.3,Entwicklung von Rezepten oder Menüs,Combining innovative and creative ideas to come up with new recipes for food and beverage products and to create new menus.,"Examples:
- Compile cooking recipes
- Create new food products
- Develop new confectionery products",S,S1,S1.11,S1.11.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.11,Entwurf von Systemen und Produkten,http://data.europa.eu/esco/skill/S1.11.4,Entwurf von Strukturen oder Einrichtungen,"Creating a plan or specification for the design and development of physical structures such as buildings, urban infrastructure, or open spaces.","Examples:
- Design safety equipment
- Design pharmaceutical manufacturing systems
- Design buildings
- Create new landscape designs",S,S1,S1.11,S1.11.4
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.11,Entwurf von Systemen und Produkten,http://data.europa.eu/esco/skill/S1.11.5,"Entwurf von industriellen Materialien, Systemen oder Produkten","Creating or executing a plan or specification for the design of industrial, materials, products, or production systems, based on aesthetic and/or functional design concepts.","Excludes:
- Designing electrical or electronic systems or equipment

Examples:
- Design infrastructure for surface mines
- Design woven fabrics
- Create new enamels",S,S1,S1.11,S1.11.5
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.12,"Erstellung von künstlerischen, visuellen oder Schulungsmaterialien",,,"Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",,S,S1,S1.12
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.12,"Erstellung von künstlerischen, visuellen oder Schulungsmaterialien",http://data.europa.eu/esco/skill/S1.12.0,"Erstellung von künstlerischen, visuellen oder Schulungsmaterialien","Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",,S,S1,S1.12,S1.12.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.12,"Erstellung von künstlerischen, visuellen oder Schulungsmaterialien",http://data.europa.eu/esco/skill/S1.12.1,Kreieren von Auslagen und Dekorationen,"Creating, designing and arranging graphics, visual representations, displays, exhibits or decorations.","Excludes:
- Creating artistic designs

Examples:
- Create flower arrangements
- Set up merchandise displays
- Decorate indoor or outdoor spaces
- Display merchandise
- Design customised maps",S,S1,S1.12,S1.12.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.12,"Erstellung von künstlerischen, visuellen oder Schulungsmaterialien",http://data.europa.eu/esco/skill/S1.12.2,Entwicklung von Schulungs- oder Werbematerialien,"Creating and developing materials for instructional, educational, advertising or promotional purposes","Examples:
- Design materials for multimedia campaigns
- Prepare lesson content
- Prepare presentation material",S,S1,S1.12,S1.12.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.12,"Erstellung von künstlerischen, visuellen oder Schulungsmaterialien",http://data.europa.eu/esco/skill/S1.12.3,Künstlerische Gestaltung oder Darbietungen,"Creating original works of art such as pictures and sculptures, or creating artistic performances such as dance and drama for live or recorded performance.","Examples:
- Devise choreography
- Create sculptures
- Design a music show",S,S1,S1.12,S1.12.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.13,Schreiben und Komponieren,,,"Writing text or composing music, creating original work with regard to format, style and content.","Excludes:
- General writing abilities/literacy
- Writing computer programmes/coding",S,S1,S1.13
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.13,Schreiben und Komponieren,http://data.europa.eu/esco/skill/S1.13.0,Schreiben und Komponieren,"Writing text or composing music, creating original work with regard to format, style and content.","Excludes:
- General writing abilities/literacy
- Writing computer programmes/coding",S,S1,S1.13,S1.13.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.13,Schreiben und Komponieren,http://data.europa.eu/esco/skill/S1.13.1,Komponieren von Musik,Composing and arranging music.,"Excludes:
- Composing lyrics

Examples:
- Compose music
- Orchestrate music
- Develop original melodies
- Improvise music",S,S1,S1.13,S1.13.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.13,Schreiben und Komponieren,http://data.europa.eu/esco/skill/S1.13.2,Künstlerisches und kreatives Schreiben,"Writing original text of a creative nature for artistic, journalistic, promotional or similar purposes.","Excludes:
- Revising translations
- Writing computer programmes / coding
Do not use for general writing abilities/literacy.

Examples:
- Write storylines
- Create script for artistic production
- Write headlines
- Perform copywriting",S,S1,S1.13,S1.13.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.13,Schreiben und Komponieren,http://data.europa.eu/esco/skill/S1.13.3,Verfassen technischer Dokumentation oder akademischer Schriften,"Writing original text of a primarily functional, technical or academic nature; editing text.","Excludes:
- Revising translations
- Writing computer programmes / coding
Do not use for general writing abilities/literacy.

Examples:
- Write manuals
- Draft legislation
- Provide user documentation",S,S1,S1.13,S1.13.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.14,Auftreten/Darbietungen und Unterhaltung,,,Undertaking activities to entertain an audience or improve personal abilities.,,S,S1,S1.14
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.14,Auftreten/Darbietungen und Unterhaltung,http://data.europa.eu/esco/skill/S1.14.0,Auftreten/Darbietungen und Unterhaltung,Undertaking activities to entertain an audience or improve personal abilities.,,S,S1,S1.14,S1.14.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.14,Auftreten/Darbietungen und Unterhaltung,http://data.europa.eu/esco/skill/S1.14.1,Sport treiben,"Performing and practising athletic activities for fitness, competition, or artistic purposes.","Examples:
- Participate in athletic events
- Perform stunts
- Participate in physical training",S,S1,S1.14,S1.14.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.14,Auftreten/Darbietungen und Unterhaltung,http://data.europa.eu/esco/skill/S1.14.2,Künstlerische oder kulturelle Aktivitäten,"Performing, practising or rehearsing music, dance, drama, ceremonies or other types of performance (excluding athletic performance) for a live audience, or as part of a recording session.","Excludes:
- Participating in sports performances
- Performing stunts

Examples:
- Perform dance or music
- Tell stories
- Perform music in a recording studio 
- Perform religious ceremonies
- Rehearse performances",S,S1,S1.14,S1.14.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.14,Auftreten/Darbietungen und Unterhaltung,http://data.europa.eu/esco/skill/S1.14.3,Durchführung von Glücksspielaktivitäten,Carrying out gaming operations in gambling establishments and participating in gambling games.,"Examples:
- Conduct gambling games",S,S1,S1.14,S1.14.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.15,Benutzung mehr als einer Sprache,,,"Using more than one language or dialect to communicate verbally or in written form, or to translate from one language to another.","Excludes:
- Skills and knowledge related to a specific language or dialect.",S,S1,S1.15
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.15,Benutzung mehr als einer Sprache,http://data.europa.eu/esco/skill/S1.15.0,Benutzung mehr als einer Sprache,"Using more than one language or dialect to communicate verbally or in written form, or to translate from one language to another.","Excludes:
- Skills and knowledge related to a specific language or dialect.",S,S1,S1.15,S1.15.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.15,Benutzung mehr als einer Sprache,http://data.europa.eu/esco/skill/S1.15.1,Benutzung von Fremdsprachen,"Communicating with others in one or more foreign languages or dialects, in spoken or written forms.","Excludes:
- Skills and knowledge related to a specific language or dialect.

Examples:
- Employ foreign languages in care
- Communicate commercial and technical issues in foreign languages
- Speak dialect",S,S1,S1.15,S1.15.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S1,"Kommunikation, Zusammenarbeit und Kreativität",http://data.europa.eu/esco/skill/S1.15,Benutzung mehr als einer Sprache,http://data.europa.eu/esco/skill/S1.15.2,Übersetzen und Dolmetschen,"Translate one language into another language in written or spoken form. Match words and expressions with their corresponding brothers in other languages, while making sure that the message and nuances of the original text are preserved.","Excludes:
- Skills and knowledge related to a specific language or dialect.

Examples:
- Translate spoken language
- Translate texts
- Interpret languages in conferences",S,S1,S1.15,S1.15.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S2,Informationskompetenzen,,,,,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",,S,S2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S2,Informationskompetenzen,http://data.europa.eu/esco/skill/S2.0,Informationskompetenzen,,,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",,S,S2,S2.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S2,Informationskompetenzen,http://data.europa.eu/esco/skill/S2.0,Informationskompetenzen,http://data.europa.eu/esco/skill/S2.0.0,Informationskompetenzen,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",,S,S2,S2.0,S2.0.0
