,URIs,"(index, label)"
388,"(801, 93, 802, 803)","(388, 'ikt-lösung für unternehmensprobleme vorschlagen')"
389,"(804, 805)","(389, 'schokoladen-formanlag hochfahren')"
390,"(371, 9, 806, 293)","(390, 'kosten von instandsetzungsvorhabe berechnen')"
391,"(807, 808, 622)","(391, 'verschieden töpfermaterialie handhaben')"
392,"(84, 766, 120, 809, 810)","(392, 'wissenschaftlich datum zu wasserqualitätskontrolle interpretieren')"
393,"(493, 811, 812)","(393, 'stark gerüche aushalten')"
394,"(813, 814)","(394, 'skulptur schaffen')"
395,"(815,)","(395, 'typografie')"
396,"(318, 93, 816, 57)","(396, 'verfahren für frachtoperationen planen')"
397,"(817, 58)","(397, 'heißluftturm bedienen')"
398,"(818, 42)","(398, 'veranstaltungsinhalte entwickeln')"
399,"(819, 820)","(399, 'mechanisch schmiedepresse-bauteil')"
400,"(821, 822)","(400, 'national volkszählung')"
401,"(823, 824, 9, 825, 826)","(401, 'körperlich eigenschaft von performer identifizieren')"
402,"(827, 828, 74)","(402, 'textil bodenbelag herstellen')"
403,"(829, 58)","(403, 'tunnelof bedienen')"
404,"(830, 58)","(404, 'verfolger bedienen')"
405,"(831,)","(405, 'umweltpolitik')"
406,"(832, 833, 834, 222)","(406, 'zugbewegung beeinflussend umstand überwachen')"
407,"(835, 259)","(407, 'medienintegrationssystem betreiben')"
408,"(26, 836, 51, 837, 761)","(408, 'mit kollege und kollegin zusammenarbeiten')"
409,"(838, 60, 839)","(409, 'markttrends bei sportgerät')"
410,"(840, 65, 29, 841, 303)","(410, 'fahrgast in der mittelpunkt stellen')"
411,"(842, 65, 29, 843)","(411, 'ablauf in der buchhaltungsabteilung')"
412,"(844, 845, 259)","(412, 'geschäftsbezogen forschung betreiben')"
413,"(846, 847, 673)","(413, 'gefälscht ware erkennen')"
414,"(848, 62, 781, 282, 178)","(414, 'teilnahme an international veranstaltung organisieren')"
415,"(849, 850, 851, 852)","(415, 'verschiedenartiger maxillofaszial gewebe unterscheiden')"
416,"(853, 353)","(416, 'gesenkschmiedemaschine pflegen')"
417,"(854, 855)","(417, 'waschwasser ablassen')"
418,"(856, 226, 857, 17)","(418, 'bericht über klinisch studie')"
419,"(858,)","(419, 'wiziq')"
420,"(297, 26, 859, 860)","(420, 'sich mit abfallbehandlungsanlag verständigen')"
421,"(861, 1)","(421, 'ikt-system verwalten')"
422,"(462, 93, 862, 151)","(422, 'muster für lederware vorbereiten')"
423,"(309, 863, 311)","(423, 'geschrieben spanisch verstehen')"
424,"(29, 864, 107, 402, 311)","(424, 'der körpersprache ein live-performance verstehen')"
425,"(865, 866, 321, 660)","(425, 'viskosität chemisch stoff messen')"
426,"(867, 259)","(426, 'schädlingsbekämpfung betreiben')"
427,"(107, 232, 305, 868)","(427, 'ein künstlerisch produktion repräsentieren')"
428,"(869, 28, 870, 151)","(428, 'standort auf bautätigkeit vorbereiten')"
429,"(29, 871, 9, 872, 873, 874)","(429, 'der unabhängigkeit von schüler schülerin fördern')"
430,"(875, 269)","(430, 'hebeplan erstellen')"
431,"(876, 26, 877, 878)","(431, 'person mit gewalt festhalten')"
432,"(879, 324)","(432, 'wasserversorgungsplan befolgen')"
433,"(515, 29, 880, 67)","(433, 'grundlage der literatur vermitteln')"
434,"(538, 539, 60, 881, 882, 883, 884)","(434, 'kunde kundin bei entscheidung während beratungsgespräch helfen')"
435,"(885, 515, 65, 29, 886, 887, 888)","(435, 'strategisch grundlage in der täglich leistung einbinden')"
436,"(418, 9, 889)","(436, 'betrieb von lagerhäusern')"
437,"(890, 891)","(437, 'intarsie einlegen')"
438,"(8, 29, 892, 21)","(438, 'einhaltung der umweltschutzvorschriften gewährleisten')"
439,"(893, 894, 60, 895, 896, 884)","(439, 'archivbenutzer archivbenutzerin bei ihr recherche helfen')"
440,"(897, 252)","(440, 'fotovoltaikpanel montieren')"
441,"(898, 77, 130)","(441, 'feuerwaff instand setzen')"
442,"(899, 151)","(442, 'fahrzeugausstattung vorbereiten')"
443,"(900, 1)","(443, 'forschungsdat verwalten')"
444,"(901, 902)","(444, 'kosch schlachtmethode')"
445,"(903, 107, 105)","(445, 'qualitätseigenschaft ein tabakblatt')"
446,"(538, 51, 539, 226, 29, 904, 9, 905, 203)","(446, 'kunde und kundin über der zubereitung von fleischwar beraten')"
447,"(906, 29, 907, 293)","(447, 'gewicht der luftfahrzeug berechnen')"
448,"(145, 59, 908)","(448, 'medizinisch gerät testen')"
449,"(909, 910, 911)","(449, 'lokal informationsmaterial verteilen')"
450,"(26, 912, 9, 913, 761)","(450, 'mit angehörige von tierberufe zusammenarbeiten')"
451,"(914, 93, 915, 59)","(451, 'norm für optisch gerät')"
452,"(916,)","(452, 'nutzviehproduktion')"
453,"(917, 1)","(453, 'feedback verwalten')"
454,"(918, 908)","(454, 'zigarre testen')"
455,"(107, 919, 65, 29, 920, 136, 921)","(455, 'ein vorbildrolle in der community art spielen')"
456,"(922, 923)","(456, 'finanzstatistike erzeugen')"
457,"(309, 924, 311)","(457, 'geschrieben armenisch verstehen')"
458,"(432, 120, 925, 9, 59, 293)","(458, 'werkstoff zu bau von gerät berechnen')"
459,"(926, 26, 927, 928)","(459, 'unternehmenstechnologie mit nutzererfahrung koppeln')"
460,"(929, 18)","(460, 'paradontalbehandlung durchführen')"
461,"(930, 151)","(461, 'dachmaterial vorbereiten')"
462,"(931,)","(462, 'präventivmedizin')"
463,"(932, 57)","(463, 'marketingstrategie planen')"
464,"(933,)","(464, 'arbeitsrecht')"
465,"(28, 934, 935, 9, 876, 485)","(465, 'auf extrem emotion von person reagieren')"
466,"(936, 937, 874)","(466, 'politisch kampagne fördern')"
467,"(107, 938, 315)","(467, 'ein produktionsbuch führen')"
468,"(939, 940, 908)","(468, 'pyrotechnisch effekt testen')"
469,"(450, 127, 42)","(469, 'neu lebensmittel entwickeln')"
470,"(941,)","(470, 'gesenkschmiedemaschinenteil')"
471,"(69, 942)","(471, 'öffentlich dienstleistungskonzession')"
472,"(305, 9, 943, 26, 944)","(472, 'produktion von knopflöcher mit knopflochmaschinen')"
473,"(87, 17, 28, 29, 945, 29, 946, 269)","(473, 'technisch studie auf der gebiet der eisenbahn erstellen')"
474,"(947, 948)","(474, 'notfallversorgung delegieren')"
475,"(87, 949)","(475, 'technisch akustik')"
476,"(950, 951, 952)","(476, 'psychotherapeutisch behandlung verschreiben')"
477,"(953, 93, 954, 151)","(477, 'boden für bauaktivität vorbereiten')"
478,"(955, 605)","(478, 'installationsstandort-überprüfung vornehmen')"
479,"(956, 1)","(479, 'studiobedarf verwalten')"
480,"(957, 29, 201, 524)","(480, 'abreise der gast unterstützen')"
481,"(958,)","(481, 'digitaldruck')"
482,"(959,)","(482, 'osteologie')"
483,"(60, 29, 960, 961, 962)","(483, 'bei der geophysikalisch prospektion assistieren')"
484,"(963, 120, 964, 122)","(484, 'rechtsberatung zu investition leisten')"
485,"(965, 93, 107, 51, 966, 269)","(485, 'handelspapiere für ein und ausfuhr erstellen')"
486,"(967, 93, 29, 305, 968)","(486, 'kpi für der produktion festlegen')"
487,"(969, 970, 51, 971, 972)","(487, 'innere medizin und schwerpunkt nephrologie')"
488,"(973, 151)","(488, 'prüftätigkeite vorbereiten')"
489,"(136, 9, 974)","(489, 'art von schleifgerät')"
490,"(975, 18)","(490, 'patch-test durchführen')"
491,"(976, 977, 978)","(491, 'hochwertig fahrdienst erbringen')"
492,"(979, 980)","(492, 'zeltkonstruktio aufbauen')"
493,"(981,)","(493, 'wachsart')"
494,"(226, 982, 983)","(494, 'über krankheitspräventione informieren')"
495,"(33, 29, 984, 792)","(495, 'grundsatz der datenschutz respektieren')"
496,"(985, 252)","(496, 'foto montieren')"
497,"(26, 986, 987, 65, 29, 988, 642)","(497, 'mit wichtig interessenträger in der automobileinzelhandelsbranch verhandeln')"
498,"(989, 852)","(498, 'accessoire unterscheiden')"
499,"(990, 3)","(499, 'mandelschälmaschine beaufsichtigen')"
500,"(991, 222)","(500, 'besuchertour überwachen')"
501,"(992, 58)","(501, 'weinherstellungsmaschi bedienen')"
502,"(993, 994)","(502, 'tankanlange betreuen')"
503,"(471, 995, 996)","(503, 'häuslich unfall verhüten')"
504,"(997,)","(504, 'marineoperation')"
505,"(998, 142)","(505, 'eisenbahnunglück untersuchen')"
506,"(995, 26, 296, 142)","(506, 'unfall mit tier untersuchen')"
507,"(999, 9, 296)","(507, 'erwerb von tier')"
508,"(1000, 306)","(508, 'rede ausarbeiten')"
509,"(1001, 1002, 1003, 1004, 93, 1005)","(509, 'cain and abel werkzeug für penetrationstest')"
510,"(120, 1006, 1007, 1008)","(510, 'zu gesund verhalten ermutigen')"
511,"(1009, 1010)","(511, 'sozialberatung anbieten')"
512,"(1011, 222)","(512, 'kraftfahrzeugfertigung überwachen')"
513,"(1012, 93, 29, 1013, 151)","(513, 'hauptmotoren für der navigationsbetrieb vorbereiten')"
514,"(1014, 1015)","(514, 'lebensmittelbetrieb konzipieren')"
515,"(70, 120, 1016, 9, 1017, 51, 200, 65, 29, 1018)","(515, 'maßnahme zu schutz von gesundheit und sicherheit in der reinigungsbranche')"
516,"(1019, 9, 1020, 28, 29, 241, 1021)","(516, 'auswirkung von strahlung auf der menschlich körper')"
517,"(1022, 120, 319, 29, 1023, 978)","(517, 'schulung zu kontrolle der qualitätsmanagement erbringen')"
518,"(1024, 1025, 1026, 406)","(518, 'lasertherapie gegen hautkrankheit einsetzen')"
519,"(536, 93, 1027, 18)","(519, 'werbung für fahrzeug durchführen')"
520,"(60, 29, 1028, 9, 1029, 1030)","(520, 'bei der organisation von schulveranstaltung mithelfen')"
521,"(1031,)","(521, 'systementwicklungszyklus')"
522,"(1032, 65, 212, 26, 107, 1033)","(522, 'transportsoftwar in zusammenhang mit ein warenwirtschaftssystem')"
523,"(28, 1034, 1035, 49)","(523, 'auf uneben fläche arbeiten')"
524,"(1036, 9, 1037, 660)","(524, 'dichte von flüssigkeite messen')"
525,"(358, 1038, 18)","(525, 'automatisch prozesskontrolle durchführen')"
526,"(521, 522, 29, 523, 14, 62, 1039, 524)","(526, 'nutzer nutzerinn der sozial dienst an lebensende unterstützen')"
527,"(1040, 1)","(527, 'ikt-änderungsantragsprozess verwalten')"
528,"(1041, 308)","(528, 'tragschichte einbauen')"
529,"(1042,)","(529, 'sichtflugregel')"
530,"(1043, 12)","(530, 'luftfahrzeugherstellung überprüfen')"
531,"(1044, 220)","(531, 'javanisch schreiben')"
532,"(318, 120, 1045, 29, 10, 93, 1046, 18)","(532, 'verfahren zu erfüllung der vorschrift für hubschrauberflug durchführen')"
533,"(1047, 1048, 3)","(533, 'wertschöpfend lagertätigkeit beaufsichtigen')"
534,"(1049, 180)","(534, 'schnittstellenbeschreibungssprache verwenden')"
535,"(1050, 58)","(535, 'backofen bedienen')"
536,"(460, 220)","(536, 'bosnisch schreiben')"
537,"(1051, 7)","(537, 'unternehmenspolitik anwenden')"
538,"(1052, 33)","(538, 'betriebswirtschaftlich grundsatz')"
539,"(1053, 65, 29, 1054, 57)","(539, 'migration in der cloud planen')"
540,"(1055, 293)","(540, 'versicherungsprämie berechnen')"
541,"(25, 120, 157, 1056)","(541, 'personal zu reinigungsarbeit anleiten')"
542,"(17, 120, 69, 1057, 18)","(542, 'studie zu öffentlich personennahverkehr durchführen')"
543,"(1058, 60, 418, 9, 1059, 222)","(543, 'sicherheitsverfahren bei betrieb von lager überwachen')"
544,"(1060, 519)","(544, 'radarnavigation nutzen')"
545,"(1061, 65, 1062, 1063, 695)","(545, 'routenplanung in intelligent mobilitätsdienst umsetzen')"
546,"(373, 1064)","(546, 'armatur auswechseln')"
547,"(1065, 142)","(547, 'nitroglyzerinmischung untersuchen')"
548,"(696, 658, 93, 29, 1066, 151)","(548, 'zahnärztlich instrument für der sterilisation vorbereiten')"
549,"(91, 1067, 1068, 51, 318)","(549, 'entwicklung außenpolitisch strategie und verfahren')"
550,"(1069, 1070)","(550, 'ladung versenden')"
551,"(1071, 1072)","(551, 'agil projektmanagement')"
552,"(885, 845, 18)","(552, 'strategisch forschung durchführen')"
553,"(1073, 330)","(553, 'trainingsmusik auswählen')"
554,"(1074,)","(554, 'arzneimittelvorschriften')"
555,"(1075, 222)","(555, 'fischsterblichkeitsrat überwachen')"
556,"(1076, 9, 1077)","(556, 'type von gezeitenstromgenerator')"
557,"(1078, 380, 1079)","(557, 'modern elektrisch signalanlag')"
558,"(1080,)","(558, 'netzwerkverwaltungs-systemwerkzeug')"
559,"(226, 10, 983)","(559, 'über vorschrift informieren')"
560,"(1081, 622)","(560, 'mosaikwerkzeug handhaben')"
561,"(880,)","(561, 'literatur')"
562,"(1082, 1083, 29, 1084, 18)","(562, 'rissprüfung nach der eindringverfahr durchführen')"
563,"(1085, 18)","(563, 'energieaudit durchführen')"
564,"(1086, 7)","(564, 'fischfangmethode anwenden')"
565,"(93, 1087, 1088)","(565, 'für pflanzenwachstum sorgen')"
566,"(1089, 269)","(566, 'verkaufsbeleg erstellen')"
567,"(1090, 1091)","(567, 'motor kalibrieren')"
568,"(1092, 62, 29, 1093, 1094, 1095)","(568, 'spielstätte an der darsteller darstellerin anpassen')"
569,"(1096, 180)","(569, 'auszeichnungssprache verwenden')"
570,"(1097, 265, 237)","(570, 'aufgezeichnet quelle analysieren')"
571,"(1098, 315)","(571, 'logistikdatenbanke führen')"
572,"(1099,)","(572, 'anwerbungsmethoder')"
573,"(62, 750, 1100, 1101)","(573, 'an staatlich ausschreibung teilnehmen')"
574,"(318, 120, 1102, 1053, 42)","(574, 'verfahren zu automatisiert migration entwickeln')"
575,"(1103, 308)","(575, 'aufzugs-geschwindigkeitsbegrenzer einbauen')"
576,"(1104, 62, 1105, 18)","(576, 'sicherheitsschulung an bord durchführen')"
577,"(59, 651)","(577, 'gerät laden')"
578,"(1106, 120, 91, 1107, 6, 673)","(578, 'unterstützungsmechanismen zu entwicklung professionell praktik erkennen')"
579,"(1108,)","(579, 'christentum')"
580,"(1109, 192, 1110, 188)","(580, 'mehrere aufgabe gleichzeitig ausführen')"
581,"(1111, 1112)","(581, 'verpackung gestalten')"
582,"(1113, 60, 1114, 18)","(582, 'qualitätssicherungsinspektion bei betankungsvorgänge durchführen')"
583,"(1115, 180)","(583, 'schusswaffe verwenden')"
584,"(1116, 1117)","(584, 'tabakblätterstapel fermentieren')"
585,"(1118, 107, 1119, 1120, 1121, 1122)","(585, 'aus ein sitzung gezogen lehre aufzeichnen')"
586,"(769, 9, 1123)","(586, 'anwendung von lokomotivbremse')"
587,"(1017, 51, 1124, 60, 29, 1125, 7)","(587, 'gesundheit und sicherheitsregel bei der holzernte anwenden')"
588,"(1126, 1095)","(588, 'sehhilfe anpassen')"
589,"(29, 1127, 29, 1128, 9, 1129, 156)","(589, 'der erhaltung der zusammensetzung von wasser anstreben')"
590,"(533, 12)","(590, 'sendung überprüfen')"
591,"(1130, 120, 1127, 29, 1017, 9, 1131, 65, 76, 222)","(591, 'standard zu erhaltung der gesundheit von zuchttier in aquakultur überwachen')"
592,"(1132, 132)","(592, 'sicherheitssystem warten')"
593,"(1078, 362, 1133, 519)","(593, 'modern elektronisch navigationshilfe nutzen')"
594,"(1134,)","(594, 'nichteisenmetallverarbeitung')"
595,"(1135, 1136)","(595, 'aquakultureinheit reinigen')"
596,"(205, 9, 1137, 12)","(596, 'ausrüstung von versorgungsanlag überprüfen')"
597,"(1138, 1111, 9, 1139)","(597, 'ordnungsgemäß verpackung von gefahrgüter')"
598,"(205, 1140)","(598, 'ausrüstung ausbürsten')"
599,"(1141, 1142)","(599, 'schiffsbezogen rechtsvorschrift')"
600,"(246, 1143)","(600, 'physisch schiffsteil')"
601,"(1144, 142)","(601, 'menschenrechtsverletzung untersuchen')"
602,"(936, 1145, 226, 29, 1146, 29, 484, 983)","(602, 'politisch entscheidungsträger über der herausforderung der gesundheitswesen informieren')"
603,"(1147,)","(603, 'frisieren')"
604,"(856, 226, 1148, 1149)","(604, 'bericht über finanzhilfe erstatten')"
605,"(64, 1118, 1150, 1151, 51, 1152, 7)","(605, 'kenntnis aus philosophie ethik und religion anwenden')"
606,"(1153, 254, 9, 1154, 1155)","(606, 'objektiv bewertung von telefongespräch abgeben')"
607,"(1156, 120, 1129, 1157)","(607, 'rettungsboot zu wasser lassen')"
608,"(1158, 1159, 269)","(608, 'radiografisch bild erstellen')"
609,"(1160, 220)","(609, 'sanskrit schreiben')"
610,"(87, 333, 279)","(610, 'technisch information sammeln')"
611,"(907, 337, 1161)","(611, 'luftfahrzeug sicher einwinken')"
612,"(1162, 18)","(612, 'labortest durchführen')"
613,"(87, 914, 65, 1163, 28, 1164, 1165, 498)","(613, 'technisch norm in hinblick auf global kompatibilität koordinieren')"
614,"(1166,)","(614, 'kältemittel')"
615,"(857, 355, 1)","(615, 'klinisch infrastruktur verwalten')"
616,"(1167, 65, 318, 695)","(616, 'formel in verfahren umsetzen')"
617,"(1168, 149)","(617, 'papiertütenmaschine einstellen')"
618,"(456, 93, 1169, 459)","(618, 'bestellung für computerprodukt aufgeben')"
619,"(1170, 1171)","(619, 'spindel anbringen')"
620,"(1172, 65, 1173, 146, 978)","(620, 'pflegeleistung in kommunal einrichtung erbringen')"
621,"(1174,)","(621, 'schweißverfahren')"
622,"(1175, 26, 1176, 1177)","(622, 'holzpfähl mit verstärkung versehen')"
623,"(1178, 1179, 51, 1180)","(623, 'mikrobiologie virologie und infektionsepidemiologie')"
624,"(1181, 1064)","(624, 'messer auswechseln')"
625,"(1182, 42)","(625, 'bewirtschaftungsplan entwickeln')"
626,"(1183, 9, 1184, 216)","(626, 'symptom von fischkrankheit beobachten')"
627,"(1185,)","(627, 'finanzprodukt')"
628,"(1186, 58)","(628, 'streckofe bedienen')"
629,"(1187,)","(629, 'neurochirurgie')"
630,"(1188,)","(630, 'gesenkschmiedeverfahr')"
631,"(1189, 694, 1190)","(631, 'religiös text auslegen')"
632,"(143, 144, 226, 29, 1191, 1192, 216)","(632, 'patient patientin über der gesamt zahnbehandlung beobachten')"
633,"(1193, 37)","(633, 'verkaufsteam leiten')"
634,"(1194,)","(634, 'verkaufsargumentation')"
635,"(1195, 1196, 1197)","(635, 'schwer baumaschine instandhalten')"
636,"(1198, 1199)","(636, 'augenärztlich untersuchungsmethode')"
637,"(1200, 1201)","(637, 'dehnungsfuge abdichten')"
638,"(1202, 93, 29, 1203, 18)","(638, 'qualitätssicherung für der vormontage durchführen')"
639,"(1204, 222)","(639, 'holzeinschlag überwachen')"
640,"(1205, 18)","(640, 'finanzerhebunge durchführen')"
641,"(1206, 1117, 1157)","(641, 'äpfel fermentieren lassen')"
642,"(1207,)","(642, 'wellengrößen')"
643,"(1208, 222)","(643, 'fütterungssystem überwachen')"
644,"(107, 1209, 1210)","(644, 'ein rolle einüben')"
645,"(1211, 93, 1212, 1213)","(645, 'skizze für kulisse zeichnen')"
646,"(397, 1214, 60, 29, 1215)","(646, 'kulturell gepflogenheit bei der nahrungszubereitung')"
647,"(1216, 42)","(647, 'kalibrierungsverfahre entwickeln')"
648,"(1217, 330)","(648, 'akupunkturpunkt auswählen')"
649,"(1218, 1219, 237)","(649, 'übertragen mitteilung analysieren')"
650,"(162, 120, 1220, 93, 1221, 1222)","(650, 'kontakt zu serviceunternehmen für bohroperation aufnehmen')"
651,"(1223, 7)","(651, 'gravimetrie anwenden')"
652,"(538, 51, 539, 12)","(652, 'kunde und kundin überprüfen')"
653,"(1224, 980)","(653, 'fotoausstellung aufbauen')"
654,"(1225, 55)","(654, 'stromleitung installieren')"
655,"(1226, 787)","(655, 'fluchtweg sicherstellen')"
656,"(107, 1227, 29, 1228, 315)","(656, 'ein datenbank der sponsor führen')"
657,"(450, 1229, 711, 65, 584, 243, 15)","(657, 'neu auftretend problem in humanitär bereich ermitteln')"
658,"(69, 1057, 1230)","(658, 'öffentlich personennahverkehr bewerben')"
659,"(766, 93, 433, 1231, 279)","(659, 'datum für forensisch zweck sammeln')"
660,"(656, 1232)","(660, 'statistisch prozessüberwachung')"
661,"(1233, 1234, 65, 1235, 18)","(661, 'intern revision in krankenhaus durchführen')"
662,"(1022, 120, 1236, 51, 1237, 18)","(662, 'schulung zu überwachung und bewertungsrahmen durchführen')"
663,"(152, 62, 1238, 1)","(663, 'vorrat an verbrauchsmateriali verwalten')"
664,"(1239, 93, 1240, 42)","(664, 'geschäftsplan für aquakulturzuchte entwickeln')"
665,"(621, 93, 29, 372, 1241, 1242, 151)","(665, 'rohstoff für der herstellung synthetisch faser vorbereiten')"
666,"(440, 787)","(666, 'hygiene sicherstellen')"
667,"(1243, 269)","(667, 'bibliothekskatalog erstellen')"
668,"(1244, 1245)","(668, 'investitionsentscheidung treffen')"
669,"(1246, 904, 9, 1247, 18)","(669, 'nachgelagert zubereitung von fisch durchführen')"
670,"(1248, 1249)","(670, 'rage videospielerstellungssystem')"
